mfh_id,official_name,normalized_name,alias_names,alias_pinyin,source_batch,source_year,announcement_no,restriction_note,source_url,status,search_term,herb_id,herb_link,herb_pinyin_name,herb_chinese_name,herb_english_name,herb_latin_name,match_confidence
MFH0070,葛根,葛根,葛根,GE GEN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,GE GEN,HERB001874,/Detail/?v=HERB001874&label=Herb,GE GEN,葛根,root of lobed kudzuvine,Radix Puerariae,exact_chinese
MFH0071,黑芝麻,黑芝麻,黑芝麻,HEI ZHI MA,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,HEI ZHI MA,HERB002242,/Detail/?v=HERB002242&label=Herb,HEI ZHI MA,黑芝麻,Black Sesame,Semen Sesami Nigrum,exact_chinese
MFH0072,黑胡椒,黑胡椒,黑胡椒;胡椒,HEI HU JIAO;HU JIAO,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,HU JIAO,HERB002371,/Detail/?v=HERB002371&label=Herb,HU JIAO,胡椒,Pepper Fruit,Fructus Piperis,exact_chinese
MFH0073,槐米,槐米,槐米;槐花,HUAI MI;HUAI HUA,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,HUAI HUA,HERB002472,/Detail/?v=HERB002472&label=Herb,HUAI HUA,槐花,flower bud of Japanese pagodatree,flos Sophorae,exact_chinese
MFH0074,槐花,槐花,槐花,HUAI HUA,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,HUAI HUA,HERB002472,/Detail/?v=HERB002472&label=Herb,HUAI HUA,槐花,flower bud of Japanese pagodatree,flos Sophorae,exact_chinese
MFH0075,蒲公英,蒲公英,蒲公英,PU GONG YING,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,PU GONG YING,HERB004401,/Detail/?v=HERB004401&label=Herb,PU GONG YING,蒲公英,Mongolian Dandelion,Taraxacum mongolicum,exact_chinese
MFH0076,蜂蜜,蜂蜜,蜂蜜,FENG MI,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,FENG MI,HERB001711,/Detail/?v=HERB001711&label=Herb,FENG MI,蜂蜜,Honey,Apis cerana,exact_chinese
MFH0077,榧子,榧子,榧子,FEI ZI,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,FEI ZI,HERB001676,/Detail/?v=HERB001676&label=Herb,FEI ZI,榧子,Torrya seed,Semen Torreyae,exact_chinese
MFH0078,酸枣仁,酸枣仁,酸枣仁,SUAN ZAO REN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,SUAN ZAO REN,HERB005319,/Detail/?v=HERB005319&label=Herb,SUAN ZAO REN,酸枣仁,Spine Date Seed,Semen Ziziphi Spinosae,exact_chinese
MFH0079,鲜白茅根,鲜白茅根,鲜白茅根;白茅根,XIAN BAI MAO GEN;BAI MAO GEN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,BAI MAO GEN,HERB000242,/Detail/?v=HERB000242&label=Herb,BAI MAO GEN,白茅根,Lalang Grass Rhizome,Rhizoma Imperatae,exact_chinese
MFH0079,鲜白茅根,鲜白茅根,鲜白茅根;白茅根,XIAN BAI MAO GEN;BAI MAO GEN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,BAI MAO GEN,HERB000243,/Detail/?v=HERB000243&label=Herb,BAI MAO GEN II,白茅根,NA,NA,exact_chinese
MFH0079,鲜白茅根,鲜白茅根,鲜白茅根;白茅根,XIAN BAI MAO GEN;BAI MAO GEN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,BAI MAO GEN,HERB000244,/Detail/?v=HERB000244&label=Herb,BAI MAO GEN(1),白茅根,Lalang Grass Rhizome,Imperata cylindrica var. major,exact_chinese
MFH0079,鲜白茅根,鲜白茅根,鲜白茅根;白茅根,XIAN BAI MAO GEN;BAI MAO GEN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,BAI MAO GEN,HERB000245,/Detail/?v=HERB000245&label=Herb,BAI MAO GEN(4),白茅根,Golden-seal,Hydrastis canadensis,exact_chinese
MFH0080,鲜芦根,鲜芦根,鲜芦根;芦根,XIAN LU GEN;LU GEN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,LU GEN,HERB003526,/Detail/?v=HERB003526&label=Herb,LU GEN,芦根,Reed rhizome ,Rhizoma Phragmitis,exact_chinese
MFH0082,橘皮,橘皮,橘皮;桔皮;陈皮,JU PI;JU PI;CHEN PI,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,JU PI,HERB003044,/Detail/?v=HERB003044&label=Herb,JU PI,橘皮,Tangerine Pericarp,Citrus reticulata,exact_chinese
MFH0082,橘皮,橘皮,橘皮;桔皮;陈皮,JU PI;JU PI;CHEN PI,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,CHEN PI,HERB000775,/Detail/?v=HERB000775&label=Herb,CHEN PI,陈皮,Dried Tangerine Peel,Pericarpium Citri Reticulatae,exact_chinese
MFH0083,薄荷,薄荷,薄荷,BO HE,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,BO HE,HERB000508,/Detail/?v=HERB000508&label=Herb,BO HE,薄荷,"Mentha, Peppermint",herba Menthae,exact_chinese
MFH0084,薏苡仁,薏苡仁,薏苡仁,YI YI REN,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,YI YI REN,HERB006568,/Detail/?v=HERB006568&label=Herb,YI YI REN,薏苡仁,seed of Jobstears,semen coicis,exact_chinese
MFH0085,薤白,薤白,薤白,XIE BAI,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,XIE BAI,HERB006191,/Detail/?v=HERB006191&label=Herb,XIE BAI,薤白,bulb of longstamen onion,Bulbus Allii Macrostemi,exact_chinese
MFH0086,覆盆子,覆盆子,覆盆子,FU PEN ZI,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,FU PEN ZI,HERB001754,/Detail/?v=HERB001754&label=Herb,FU PEN ZI,覆盆子,Rubi Fructus,NA,exact_chinese
MFH0087,藿香,藿香,藿香,HUO XIANG,2002_base,2002,卫法监发〔2002〕51号,,https://www.nhc.gov.cn/wjw/gfxwj/200203/5e9768a72af64db89acb45fe30a810af.shtml,active,HUO XIANG,HERB002644,/Detail/?v=HERB002644&label=Herb,HUO XIANG,霍香,Wrinkled Gianthyssop,Agastache rugosus,exact_pinyin
MFH0088,当归,当归,当归,DANG GUI,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,DANG GUI,HERB000742,/Detail/?v=HERB000742&label=Herb,CHANGBIAN HUA DANG GUI,当归,NA,NA,exact_chinese
MFH0088,当归,当归,当归,DANG GUI,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,DANG GUI,HERB001210,/Detail/?v=HERB001210&label=Herb,DANG GUI,当归,root of Chinese Angelica,Radix Angelicae sinensis,exact_chinese
MFH0088,当归,当归,当归,DANG GUI,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,DANG GUI,HERB004572,/Detail/?v=HERB004572&label=Herb,QU XI DANG GUI,当归,Genuflex Angelica,Angelica genuflexa,exact_chinese
MFH0088,当归,当归,当归,DANG GUI,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,DANG GUI,HERB005088,/Detail/?v=HERB005088&label=Herb,SHI SHI DANG GUI,当归,Shkioki Angelica,Angelica shkiokiana,exact_chinese
MFH0089,山柰,山柰,山柰;山奈,SHAN NAI;SHAN NAI,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,SHAN NAI,HERB004914,/Detail/?v=HERB004914&label=Herb,SHAN NAI,山柰,Galanga Resurrectionlily Rhizome,Rhizoma Kaempferiae,exact_chinese
MFH0090,西红花,西红花,西红花,XI HONG HUA,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,XI HONG HUA,HERB005826,/Detail/?v=HERB005826&label=Herb,XI HONG HUA,西红花,Saffron,Stigma Croci,exact_chinese
MFH0091,草果,草果,草果,CAO GUO,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,CAO GUO,HERB000594,/Detail/?v=HERB000594&label=Herb,CAO GUO,草果,Tsaoko,Fructus tsaoko,exact_chinese
MFH0092,姜黄,姜黄,姜黄,JIANG HUANG,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,JIANG HUANG,HERB002840,/Detail/?v=HERB002840&label=Herb,JIANG HUANG,姜黄,rhizome of Common Turmeric,Rhizoma Curcumae longae,exact_chinese
MFH0093,荜茇,荜茇,荜茇,BI BA,2019_spice_only,2019,2019年第8号,仅作为香辛料和调味品使用,https://www.nhc.gov.cn/sps/c100088/202001/8a2f0dc747604ff9879f729bf95edf48.shtml,active,BI BA,HERB000415,/Detail/?v=HERB000415&label=Herb,BI BA,荜茇,Piperis Longi Fructus,NA,exact_chinese
MFH0094,党参,党参,党参,DANG SHEN,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,DANG SHEN,HERB001211,/Detail/?v=HERB001211&label=Herb,DANG SHEN,党参,root Pilose Asiabell,Radix Codonopsis pilosulae,exact_chinese
MFH0095,肉苁蓉（荒漠）,肉苁蓉,肉苁蓉;荒漠;荒漠肉苁蓉,ROU CONG RONG;HUANG MO;HUANG MO ROU CONG RONG,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,ROU CONG RONG,HERB004692,/Detail/?v=HERB004692&label=Herb,ROU CONG RONG,肉苁蓉,Desertliving Cistanche,Herba Cistanches,exact_chinese
MFH0096,铁皮石斛,铁皮石斛,铁皮石斛,TIE PI SHI HU,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,TIE PI SHI HU,HERB005502,/Detail/?v=HERB005502&label=Herb,TIE PI SHI HU,铁皮石斛,Iron-sheet Denrdobium,Dendrobium officinale,exact_chinese
MFH0097,西洋参,西洋参,西洋参,XI YANG SHEN,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,XI YANG SHEN,HERB005900,/Detail/?v=HERB005900&label=Herb,XI YANG SHEN,西洋参,American Ginseng,Radix Pacis quinquefolii,exact_chinese
MFH0098,黄芪,黄芪,黄芪,HUANG QI,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,HUANG QI,HERB002560,/Detail/?v=HERB002560&label=Herb,HUANG QI,黄芪,root of Membranous Milkvetch,Radix Astragali,exact_chinese
MFH0099,灵芝,灵芝,灵芝,LING ZHI,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,LING ZHI,HERB003444,/Detail/?v=HERB003444&label=Herb,LING ZHI,灵芝,Lucid Ganoderma,Ganoderma Lucidum seu Japonicum,exact_chinese
MFH0100,山茱萸,山茱萸,山茱萸,SHAN ZHU YU,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,SHAN ZHU YU,HERB004950,/Detail/?v=HERB004950&label=Herb,SHAN ZHU YU,山茱萸,Asiatic Cornelian Cherry Fruit,Fructus Corni,exact_chinese
MFH0101,天麻,天麻,天麻,TIAN MA,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,TIAN MA,HERB005451,/Detail/?v=HERB005451&label=Herb,TIAN MA,天麻,Tall Gastrodia,Gastrodia elata,exact_chinese
MFH0102,杜仲叶,杜仲叶,杜仲叶,DU ZHONG YE,2023_added,2023,2023年第9号,,https://www.nhc.gov.cn/wjw/c100175/202311/59e03b384f9a4d0b9623e19b813f6cc4.shtml,active,DU ZHONG YE,HERB001410,/Detail/?v=HERB001410&label=Herb,DU ZHONG YE,杜仲叶,Eucommiae Folium,NA,exact_chinese
MFH0103,地黄,地黄,地黄,DI HUANG,2024_added,2024,2024年第4号,,https://www.nhc.gov.cn/sps/c100088/202408/53150d0918ec40899b5293147ec0dd01.shtml,active,DI HUANG,HERB001251,/Detail/?v=HERB001251&label=Herb,DI HUANG,地黄,Radix Rehmanniae,NA,exact_chinese
MFH0104,麦冬,麦冬,麦冬,MAI DONG,2024_added,2024,2024年第4号,,https://www.nhc.gov.cn/sps/c100088/202408/53150d0918ec40899b5293147ec0dd01.shtml,active,MAI DONG,HERB003708,/Detail/?v=HERB003708&label=Herb,MAI DONG,麦冬,Liriope Equivalent plant: Liriope spicata var prol,Ophiopogon japonicus,exact_chinese
MFH0105,天冬,天冬,天冬,TIAN DONG,2024_added,2024,2024年第4号,,https://www.nhc.gov.cn/sps/c100088/202408/53150d0918ec40899b5293147ec0dd01.shtml,active,TIAN DONG,HERB005434,/Detail/?v=HERB005434&label=Herb,TIAN DONG,天冬,Cochinchinese Asparagus Root,Radix Asparagi,exact_chinese
MFH0106,化橘红,化橘红,化橘红,HUA JU HONG,2024_added,2024,2024年第4号,,https://www.nhc.gov.cn/sps/c100088/202408/53150d0918ec40899b5293147ec0dd01.shtml,active,HUA JU HONG,HERB002428,/Detail/?v=HERB002428&label=Herb,HUA JU HONG,化橘红,Pummelo Peel,Exocarpium Citri grandis,exact_chinese
